MSO Group Name,Shop,WeekEndingCY,Net Sales - CY,Sales / Day,Net Sales - PY,Net Sales - YoY %,CPD,CPD - PY,Cars,Cars - PY,Cars - YoY %,Discounts $ - CY,Discounts % - CY,Discounts per Car - CY,Net ARO - CY,Net ARO - PY,Net ARO - YoY %,Prem Oil % - CY,Premium Oil % - PY,High Mileage Opportunity - CY,Big 5 % - CY,Air Filter % - CY,Wiper Blades % - CY,Premium Wiper Blades % - CY,Cabin Filter % - CY,Coolant % - CY,Fuel System Cleaner % - CY ,Oil Change Ticket Average - CY,BayTime,Customers New % - CY,Customers Repeat % - CY,Emission Tickets - CY,Emission Gross ARO - CY,Emissions with Oil Change Tickets - CY,Emissions with Big 5 % - CY,Emissions Penetration %,Fleet % of Oil Changes - CY,Fleet % of Oil Changes - PY,Fleet ARO - CY,Fleet Discount $ - CY,Fleet Discount % - CY,Fleet Net Sales - CY,Fleet Oil Changes - CY
WSM Ventures,1599,2/4/2023,"$21,027.64","$3,004",$0.00,-,32.9,0.0,230,0,0.0%,"$1,259.36",5.7%,$5.48,$91.42,$0.00,-100.0%,83.5%,0.0%,0.0%,36.1%,20.0%,10.9%,9.6%,3.5%,1.7%,0.0%,$90.50,10.5,28.1%,70.3%,0,$0.00,0,0.0%,0.0%,5.7%,0.0%,$92.34,$138.39,10.3%,"$1,200.40",13
WSM Ventures,1600,2/4/2023,"$15,037.03","$2,148",$0.00,-,22.1,0.0,155,0,0.0%,$980.14,6.1%,$6.32,$97.01,$0.00,-100.0%,80.0%,0.0%,0.0%,47.1%,18.7%,12.9%,6.5%,10.3%,5.2%,0.0%,$96.04,11.8,31.3%,71.8%,0,$0.00,0,0.0%,0.0%,6.5%,0.0%,$85.09,$188.71,18.2%,$850.91,10
WSM Ventures,1198,2/11/2023,"$20,907.95","$2,987",$0.00,-,34.1,0.0,239,0,0.0%,"$2,007.10",8.8%,$8.40,$87.48,$0.00,-100.0%,78.2%,0.0%,0.0%,30.1%,16.7%,5.0%,2.5%,5.0%,3.3%,0.0%,$86.02,11.0,25.9%,71.9%,0,$0.00,0,0.0%,0.0%,5.0%,0.0%,$52.61,$221.44,26.0%,$631.26,12
WSM Ventures,1199,2/11/2023,"$21,081.18","$3,012",$0.00,-,32.1,0.0,225,0,0.0%,"$1,121.44",5.1%,$4.98,$93.69,$0.00,-100.0%,82.2%,0.0%,0.0%,31.6%,16.0%,6.2%,2.2%,5.3%,4.0%,0.0%,$93.19,11.6,32.2%,67.4%,0,$0.00,0,0.0%,0.0%,1.3%,0.0%,$73.18,$60.63,21.6%,$219.55,3
WSM Ventures,1200,2/11/2023,"$23,218.62","$3,317",$0.00,-,32.4,0.0,227,0,0.0%,$946.22,3.9%,$4.17,$102.28,$0.00,-100.0%,78.0%,0.0%,0.0%,38.8%,21.1%,7.0%,5.7%,6.6%,4.0%,0.0%,$100.21,12.5,31.1%,68.9%,31,$42.25,7,6.5%,13.7%,4.0%,0.0%,$57.78,$135.24,20.6%,$520.05,9
WSM Ventures,1201,2/11/2023,"$20,154.80","$2,879",$0.00,-,31.0,0.0,217,0,0.0%,"$2,374.66",10.5%,$10.94,$92.88,$0.00,-100.0%,88.5%,0.0%,0.0%,49.8%,26.7%,4.1%,0.9%,17.1%,1.8%,0.0%,$91.81,13.0,34.7%,66.9%,0,$0.00,0,0.0%,0.0%,9.2%,0.0%,$40.58,$345.96,29.9%,$811.62,20
WSM Ventures,1202,2/11/2023,"$31,081.59","$4,440",$0.00,-,46.1,0.0,323,0,0.0%,"$2,272.18",6.8%,$7.03,$96.23,$0.00,-100.0%,82.0%,0.0%,0.0%,44.0%,28.8%,7.4%,5.3%,5.9%,1.9%,0.0%,$95.73,10.9,29.2%,69.9%,0,$0.00,0,0.0%,0.0%,1.5%,0.0%,$91.37,$74.01,13.9%,$456.84,5
WSM Ventures,1203,2/11/2023,"$10,814.37","$1,545",$0.00,-,17.1,0.0,120,0,0.0%,"$1,395.15",11.4%,$11.63,$90.12,$0.00,-100.0%,90.8%,0.0%,0.0%,40.0%,16.7%,12.5%,9.2%,7.5%,3.3%,0.0%,$89.21,11.2,50.7%,44.0%,0,$0.00,0,0.0%,0.0%,7.5%,0.0%,$78.76,$210.94,22.9%,$708.81,9
WSM Ventures,1204,2/11/2023,"$12,395.83","$1,771",$0.00,-,19.1,0.0,134,0,0.0%,"$1,504.25",10.8%,$11.23,$92.51,$0.00,-100.0%,85.1%,0.0%,0.0%,46.3%,24.6%,12.7%,6.0%,5.2%,3.7%,0.0%,$91.76,10.7,73.7%,27.3%,0,$0.00,0,0.0%,0.0%,0.7%,0.0%,$129.22,$16.75,11.5%,$129.22,1
WSM Ventures,1205,2/11/2023,"$19,200.18","$2,743",$0.00,-,29.0,0.0,203,0,0.0%,"$1,165.58",5.7%,$5.74,$94.58,$0.00,-100.0%,86.2%,0.0%,0.0%,40.4%,15.3%,9.4%,7.4%,12.8%,3.0%,0.0%,$93.64,10.3,52.7%,40.2%,0,$0.00,0,0.0%,0.0%,1.0%,0.0%,$67.63,$52.68,28.0%,$135.25,2
WSM Ventures,1206,2/11/2023,"$13,730.10","$1,961",$0.00,-,21.4,0.0,150,0,0.0%,"$1,423.91",9.4%,$9.49,$91.53,$0.00,-100.0%,88.7%,0.0%,0.0%,26.7%,19.3%,5.3%,4.0%,2.0%,0.0%,0.0%,$91.45,11.4,54.6%,49.8%,0,$0.00,0,0.0%,0.0%,4.7%,0.0%,$55.00,$123.87,24.3%,$384.98,7
WSM Ventures,1207,2/11/2023,"$11,491.08","$1,642",$0.00,-,18.7,0.0,131,0,0.0%,"$1,450.48",11.2%,$11.07,$87.72,$0.00,-100.0%,78.6%,0.0%,0.0%,50.4%,35.9%,7.6%,3.1%,6.9%,0.0%,0.0%,$84.33,10.6,44.7%,52.9%,0,$0.00,0,0.0%,0.0%,9.2%,0.0%,$42.15,$186.89,27.0%,$505.84,12
WSM Ventures,1598,2/11/2023,"$15,756.54","$2,251",$0.00,-,22.4,0.0,157,0,0.0%,"$1,365.68",8.0%,$8.70,$100.36,$0.00,-100.0%,79.0%,0.0%,0.0%,54.8%,21.0%,11.5%,7.0%,10.8%,11.5%,0.0%,$98.77,10.9,30.8%,68.5%,0,$0.00,0,0.0%,0.0%,10.2%,0.0%,$72.90,$423.90,26.7%,"$1,166.35",16
WSM Ventures,1599,2/11/2023,"$20,477.52","$2,925",$0.00,-,31.1,0.0,218,0,0.0%,"$1,224.11",5.6%,$5.62,$93.93,$0.00,-100.0%,86.2%,0.0%,0.0%,33.9%,17.9%,9.2%,7.3%,4.6%,2.3%,0.0%,$93.03,9.9,28.0%,70.1%,0,$0.00,0,0.0%,0.0%,5.5%,0.0%,$76.94,$151.49,14.1%,$923.26,12
WSM Ventures,1600,2/11/2023,"$14,375.69","$2,054",$0.00,-,23.7,0.0,166,0,0.0%,"$1,216.07",7.8%,$7.33,$86.60,$0.00,-100.0%,75.3%,0.0%,0.0%,32.5%,10.8%,9.0%,2.4%,9.0%,3.6%,0.0%,$86.60,11.3,31.4%,71.7%,0,$0.00,0,0.0%,0.0%,9.6%,0.0%,$77.39,$302.28,19.6%,"$1,238.27",16
WSM Ventures,1198,2/18/2023,"$21,969.82","$3,139",$0.00,-,33.3,0.0,233,0,0.0%,"$1,673.14",7.1%,$7.18,$94.29,$0.00,-100.0%,80.3%,0.0%,0.0%,36.5%,16.3%,7.3%,3.9%,9.9%,3.0%,0.0%,$93.26,10.5,26.6%,74.0%,0,$0.00,0,0.0%,0.0%,3.9%,0.0%,$64.12,$160.89,21.8%,$577.10,9
WSM Ventures,1199,2/18/2023,"$21,051.29","$3,007",$0.00,-,30.9,0.0,216,0,0.0%,"$1,004.80",4.6%,$4.65,$97.46,$0.00,-100.0%,81.0%,0.0%,0.0%,31.5%,14.8%,6.9%,3.7%,7.9%,1.9%,0.0%,$96.93,11.7,29.7%,69.3%,0,$0.00,0,0.0%,0.0%,2.8%,0.0%,$94.54,$118.30,17.3%,$567.23,6
WSM Ventures,1200,2/18/2023,"$24,254.56","$3,465",$0.00,-,34.1,0.0,239,0,0.0%,"$1,180.04",4.6%,$4.94,$101.48,$0.00,-100.0%,76.2%,0.0%,0.0%,37.2%,18.0%,10.0%,7.5%,5.9%,2.5%,0.0%,$98.10,12.2,28.2%,69.6%,32,$29.90,5,3.1%,13.4%,1.7%,0.0%,$75.66,$76.75,20.2%,$302.65,4
WSM Ventures,1201,2/18/2023,"$20,108.56","$2,873",$0.00,-,29.9,0.0,209,0,0.0%,"$2,311.46",10.3%,$11.06,$96.21,$0.00,-100.0%,88.5%,0.0%,0.0%,53.6%,30.6%,2.4%,0.5%,19.1%,1.4%,0.0%,$94.55,13.3,28.5%,64.8%,0,$0.00,0,0.0%,0.0%,4.3%,0.0%,$38.99,$143.91,29.1%,$350.89,9
WSM Ventures,1202,2/18/2023,"$31,785.06","$4,541",$0.00,-,43.9,0.0,307,0,0.0%,"$2,494.86",7.3%,$8.13,$103.53,$0.00,-100.0%,85.3%,0.0%,0.0%,49.8%,26.1%,9.4%,6.2%,7.2%,7.2%,0.0%,$101.44,13.2,27.2%,70.8%,0,$0.00,0,0.0%,0.0%,1.6%,0.0%,$76.80,$70.85,15.6%,$384.01,5
WSM Ventures,1203,2/18/2023,"$11,609.27","$1,658",$0.00,-,17.6,0.0,123,0,0.0%,"$1,434.60",11.0%,$11.66,$94.38,$0.00,-100.0%,87.8%,0.0%,0.0%,54.5%,21.1%,17.9%,9.8%,10.6%,4.9%,0.0%,$92.62,10.7,51.0%,44.8%,0,$0.00,0,0.0%,0.0%,6.5%,0.0%,$54.20,$110.83,20.4%,$433.57,8
WSM Ventures,1204,2/18/2023,"$10,755.89","$1,537",$0.00,-,16.0,0.0,112,0,0.0%,"$1,334.29",11.0%,$11.91,$96.03,$0.00,-100.0%,86.6%,0.0%,0.0%,54.5%,31.3%,12.5%,8.0%,8.0%,2.7%,0.0%,$95.90,9.4,65.9%,29.9%,0,$0.00,0,0.0%,0.0%,0.9%,0.0%,$198.89,$29.04,12.7%,$198.89,1
WSM Ventures,1205,2/18/2023,"$17,006.69","$2,430",$0.00,-,27.6,0.0,193,0,0.0%,"$1,798.98",9.6%,$9.32,$88.12,$0.00,-100.0%,85.0%,0.0%,0.0%,33.2%,13.5%,8.8%,7.3%,7.3%,3.6%,0.0%,$87.63,9.8,58.3%,39.4%,0,$0.00,0,0.0%,0.0%,3.1%,0.0%,$71.73,$87.48,16.9%,$430.38,6
WSM Ventures,1206,2/18/2023,"$13,429.57","$1,919",$0.00,-,20.4,0.0,143,0,0.0%,"$1,246.01",8.5%,$8.71,$93.91,$0.00,-100.0%,88.1%,0.0%,0.0%,33.6%,25.2%,3.5%,2.1%,2.8%,2.1%,0.0%,$93.66,12.1,47.9%,48.1%,0,$0.00,0,0.0%,0.0%,2.1%,0.0%,$91.19,$29.33,9.7%,$273.58,3
WSM Ventures,1207,2/18/2023,"$12,705.38","$1,815",$0.00,-,21.0,0.0,147,0,0.0%,"$1,354.86",9.6%,$9.22,$86.43,$0.00,-100.0%,77.6%,0.0%,0.0%,34.0%,20.4%,7.5%,2.0%,4.8%,1.4%,0.0%,$85.45,10.5,39.4%,55.8%,0,$0.00,0,0.0%,0.0%,5.4%,0.0%,$39.36,$128.92,29.0%,$314.90,8
WSM Ventures,1598,2/18/2023,"$11,889.05","$1,698",$0.00,-,18.1,0.0,127,0,0.0%,$932.68,7.3%,$7.34,$93.61,$0.00,-100.0%,81.1%,0.0%,0.0%,40.2%,18.9%,11.8%,6.3%,7.1%,2.4%,0.0%,$92.45,10.2,23.8%,69.4%,0,$0.00,0,0.0%,0.0%,12.6%,0.0%,$73.88,$325.96,21.6%,"$1,182.03",16
WSM Ventures,1599,2/18/2023,"$19,182.24","$2,740",$0.00,-,28.7,0.0,201,0,0.0%,"$1,273.99",6.2%,$6.34,$95.43,$0.00,-100.0%,86.6%,0.0%,0.0%,40.3%,23.9%,7.5%,5.5%,6.0%,3.0%,0.0%,$94.60,10.0,31.7%,69.1%,0,$0.00,0,0.0%,0.0%,3.0%,0.0%,$77.86,$53.66,10.3%,$467.16,6
WSM Ventures,1600,2/18/2023,"$13,569.08","$1,938",$0.00,-,20.9,0.0,146,0,0.0%,$974.27,6.7%,$6.67,$92.94,$0.00,-100.0%,84.9%,0.0%,0.0%,39.7%,15.1%,13.7%,8.2%,8.2%,2.7%,0.0%,$92.10,11.4,19.8%,74.0%,0,$0.00,0,0.0%,0.0%,14.4%,0.0%,$78.58,$450.36,21.4%,"$1,650.18",21
WSM Ventures,1198,2/25/2023,"$26,128.76","$3,733",$0.00,-,39.9,0.0,279,0,0.0%,"$2,234.95",7.9%,$8.01,$93.65,$0.00,-100.0%,82.4%,0.0%,0.0%,41.2%,22.6%,10.0%,5.0%,6.8%,1.8%,0.0%,$92.67,10.8,29.3%,74.4%,0,$0.00,0,0.0%,0.0%,5.4%,0.0%,$72.94,$206.98,15.9%,"$1,094.05",15
WSM Ventures,1199,2/25/2023,"$25,488.06","$3,641",$0.00,-,35.6,0.0,249,0,0.0%,"$1,400.53",5.2%,$5.62,$102.36,$0.00,-100.0%,82.3%,0.0%,0.0%,50.2%,28.1%,9.2%,4.8%,8.4%,4.4%,0.0%,$100.82,10.8,35.5%,69.0%,0,$0.00,0,0.0%,0.0%,4.4%,0.0%,$95.60,$186.28,15.0%,"$1,051.65",11
WSM Ventures,1200,2/25/2023,"$25,465.36","$3,638",$0.00,-,36.0,0.0,252,0,0.0%,$959.43,3.6%,$3.81,$101.05,$0.00,-100.0%,76.2%,0.0%,0.0%,34.1%,18.3%,7.1%,5.6%,5.6%,3.2%,0.0%,$97.74,12.3,31.5%,70.0%,57,$42.49,14,1.8%,22.6%,2.0%,0.0%,$88.81,$93.28,17.4%,$444.06,5
WSM Ventures,1201,2/25/2023,"$25,311.11","$3,616",$0.00,-,39.9,0.0,279,0,0.0%,"$2,967.55",10.5%,$10.64,$90.72,$0.00,-100.0%,85.7%,0.0%,0.0%,46.2%,25.8%,5.0%,2.5%,13.3%,2.2%,0.0%,$89.27,13.0,35.2%,66.6%,0,$0.00,0,0.0%,0.0%,7.9%,0.0%,$45.61,$351.14,25.9%,"$1,003.36",22
WSM Ventures,1202,2/25/2023,"$35,109.84","$5,016",$0.00,-,49.0,0.0,343,0,0.0%,"$2,549.91",6.8%,$7.43,$102.36,$0.00,-100.0%,85.7%,0.0%,0.0%,49.3%,28.0%,8.2%,4.7%,6.1%,7.0%,0.0%,$100.75,11.8,33.3%,69.7%,0,$0.00,0,0.0%,0.0%,2.3%,0.0%,$74.62,$124.80,17.3%,$596.99,8
WSM Ventures,1203,2/25/2023,"$12,922.71","$1,846",$0.00,-,19.1,0.0,134,0,0.0%,"$1,568.08",10.8%,$11.70,$96.44,$0.00,-100.0%,85.8%,0.0%,0.0%,65.7%,30.6%,17.2%,8.2%,9.0%,9.0%,0.0%,$95.63,12.4,58.8%,44.7%,0,$0.00,0,0.0%,0.0%,5.2%,0.0%,$88.10,$241.35,28.1%,$616.72,7
WSM Ventures,1204,2/25/2023,"$11,948.64","$1,707",$0.00,-,17.9,0.0,125,0,0.0%,"$1,539.81",11.4%,$12.32,$95.59,$0.00,-100.0%,87.2%,0.0%,0.0%,48.0%,30.4%,8.8%,4.8%,6.4%,2.4%,0.0%,$94.41,10.8,71.0%,31.4%,0,$0.00,0,0.0%,0.0%,0.8%,0.0%,$150.46,$20.50,12.0%,$150.46,1
WSM Ventures,1205,2/25/2023,"$23,633.17","$3,376",$0.00,-,36.3,0.0,254,0,0.0%,"$1,866.65",7.3%,$7.35,$93.04,$0.00,-100.0%,79.1%,0.0%,0.0%,42.1%,14.6%,12.6%,9.1%,9.4%,5.5%,0.0%,$91.46,9.6,53.8%,40.9%,0,$0.00,0,0.0%,0.0%,4.7%,0.0%,$82.28,$196.34,16.6%,$987.30,12
WSM Ventures,1206,2/25/2023,"$17,242.94","$2,463",$0.00,-,25.9,0.0,181,0,0.0%,"$1,755.18",9.2%,$9.70,$95.26,$0.00,-100.0%,83.4%,0.0%,0.0%,42.0%,27.6%,5.5%,4.4%,5.0%,3.9%,0.0%,$94.99,10.8,46.1%,50.1%,0,$0.00,0,0.0%,0.0%,1.7%,0.0%,$44.99,$33.97,20.1%,$134.96,3
WSM Ventures,1207,2/25/2023,"$17,343.59","$2,478",$0.00,-,27.1,0.0,190,0,0.0%,"$1,466.35",7.8%,$7.72,$91.28,$0.00,-100.0%,81.1%,0.0%,0.0%,38.9%,25.3%,9.5%,5.3%,3.2%,1.1%,0.0%,$90.46,10.8,35.1%,58.9%,0,$0.00,0,0.0%,0.0%,8.4%,0.0%,$42.48,$241.02,26.2%,$679.61,16
WSM Ventures,1598,2/25/2023,"$14,948.46","$2,135",$0.00,-,22.6,0.0,158,0,0.0%,"$1,555.67",9.4%,$9.85,$94.61,$0.00,-100.0%,78.5%,0.0%,0.0%,41.8%,15.8%,12.0%,8.9%,9.5%,4.4%,0.0%,$92.81,10.7,30.7%,70.0%,0,$0.00,0,0.0%,0.0%,12.0%,0.0%,$83.99,$558.21,25.9%,"$1,595.80",19
WSM Ventures,1599,2/25/2023,"$22,782.88","$3,255",$0.00,-,35.6,0.0,249,0,0.0%,"$1,462.16",6.0%,$5.87,$91.50,$0.00,-100.0%,86.3%,0.0%,0.0%,33.7%,21.7%,5.6%,3.6%,4.0%,2.4%,0.0%,$91.27,10.3,33.3%,68.2%,0,$0.00,0,0.0%,0.0%,4.8%,0.0%,$95.98,$163.26,12.4%,"$1,151.81",12
WSM Ventures,1600,2/25/2023,"$17,492.46","$2,499",$0.00,-,27.4,0.0,192,0,0.0%,"$1,096.46",5.9%,$5.71,$91.11,$0.00,-100.0%,81.3%,0.0%,0.0%,33.3%,15.1%,10.9%,5.7%,6.8%,0.5%,0.0%,$90.91,10.3,31.3%,73.1%,0,$0.00,0,0.0%,0.0%,6.8%,0.0%,$67.62,$154.90,15.0%,$879.04,13
WSM Ventures,1198,3/4/2023,"$26,227.27","$3,747",$0.00,-,40.9,0.0,286,0,0.0%,"$2,350.90",8.2%,$8.22,$91.70,$0.00,-100.0%,84.6%,0.0%,0.0%,38.8%,23.4%,10.1%,4.5%,3.5%,1.7%,0.0%,$90.17,10.5,26.0%,73.0%,0,$0.00,0,0.0%,0.0%,8.0%,0.0%,$78.29,$408.57,18.5%,"$1,800.67",23
WSM Ventures,1199,3/4/2023,"$23,844.35","$3,406",$0.00,-,36.1,0.0,253,0,0.0%,$887.51,3.6%,$3.51,$94.25,$0.00,-100.0%,79.1%,0.0%,0.0%,32.8%,22.1%,5.1%,3.2%,4.0%,1.6%,0.0%,$93.32,11.3,33.1%,66.3%,0,$0.00,0,0.0%,0.0%,3.2%,0.0%,$85.59,$144.02,17.4%,$684.74,8
WSM Ventures,1200,3/4/2023,"$27,697.43","$3,957",$0.00,-,37.9,0.0,265,0,0.0%,$859.10,3.0%,$3.24,$104.52,$0.00,-100.0%,77.0%,0.0%,0.0%,35.1%,17.0%,7.2%,6.4%,6.4%,4.5%,0.0%,$101.33,14.1,27.6%,69.8%,43,$40.78,10,4.7%,16.2%,3.0%,0.0%,$89.64,$95.68,11.8%,$717.11,8
WSM Ventures,1201,3/4/2023,"$23,338.67","$3,334",$0.00,-,34.3,0.0,240,0,0.0%,"$2,347.94",9.1%,$9.78,$97.24,$0.00,-100.0%,89.2%,0.0%,0.0%,54.2%,29.2%,3.3%,1.3%,15.8%,5.8%,0.0%,$95.26,12.2,31.8%,68.2%,0,$0.00,0,0.0%,0.0%,4.6%,0.0%,$42.74,$172.60,26.9%,$470.15,11
WSM Ventures,1202,3/4/2023,"$36,859.97","$5,266",$0.00,-,52.4,0.0,367,0,0.0%,"$2,536.23",6.4%,$6.91,$100.44,$0.00,-100.0%,85.8%,0.0%,0.0%,40.3%,20.7%,7.9%,5.7%,4.1%,7.6%,0.0%,$99.71,12.4,30.7%,69.7%,0,$0.00,0,0.0%,0.0%,1.6%,0.0%,$115.69,$59.64,7.9%,$694.12,6
WSM Ventures,1203,3/4/2023,"$12,937.65","$1,848",$0.00,-,19.1,0.0,134,0,0.0%,"$1,429.31",9.9%,$10.67,$96.55,$0.00,-100.0%,81.3%,0.0%,0.0%,58.2%,25.4%,14.9%,10.4%,10.4%,7.5%,0.0%,$95.56,11.3,53.7%,45.2%,0,$0.00,0,0.0%,0.0%,4.5%,0.0%,$106.43,$220.25,25.6%,$638.56,6
WSM Ventures,1204,3/4/2023,"$10,865.94","$1,552",$0.00,-,16.9,0.0,118,0,0.0%,"$1,499.59",12.1%,$12.71,$92.08,$0.00,-100.0%,82.2%,0.0%,0.0%,45.8%,27.1%,11.0%,4.2%,2.5%,5.1%,0.0%,$91.41,9.6,72.3%,28.8%,0,$0.00,0,0.0%,0.0%,0.8%,0.0%,$117.97,$2.99,2.5%,$117.97,1
WSM Ventures,1205,3/4/2023,"$21,585.70","$3,084",$0.00,-,33.0,0.0,231,0,0.0%,"$1,787.97",7.6%,$7.74,$93.44,$0.00,-100.0%,79.2%,0.0%,0.0%,43.7%,16.5%,13.9%,10.4%,9.1%,4.3%,0.0%,$92.67,9.0,57.1%,43.5%,0,$0.00,0,0.0%,0.0%,5.2%,0.0%,$70.63,$180.38,17.5%,$847.50,12
WSM Ventures,1206,3/4/2023,"$15,050.37","$2,150",$0.00,-,23.4,0.0,164,0,0.0%,"$1,492.14",9.0%,$9.10,$91.77,$0.00,-100.0%,88.4%,0.0%,0.0%,32.9%,22.0%,5.5%,3.7%,4.9%,0.6%,0.0%,$91.66,11.0,57.0%,48.9%,0,$0.00,0,0.0%,0.0%,1.8%,0.0%,$58.98,$61.99,25.9%,$176.95,3
WSM Ventures,1207,3/4/2023,"$17,424.68","$2,489",$0.00,-,27.9,0.0,195,0,0.0%,"$1,486.53",7.9%,$7.62,$89.36,$0.00,-100.0%,82.1%,0.0%,0.0%,29.7%,20.5%,4.1%,1.5%,3.6%,1.5%,0.0%,$88.41,9.6,43.4%,57.9%,0,$0.00,0,0.0%,0.0%,6.7%,0.0%,$56.50,$211.12,22.3%,$734.52,13
WSM Ventures,1598,3/4/2023,"$14,752.86","$2,108",$0.00,-,23.1,0.0,162,0,0.0%,"$1,412.72",8.7%,$8.72,$91.07,$0.00,-100.0%,82.1%,0.0%,0.0%,35.2%,13.6%,8.0%,6.2%,8.6%,4.9%,0.0%,$90.64,11.2,34.6%,68.8%,0,$0.00,0,0.0%,0.0%,14.8%,0.0%,$79.47,$433.05,18.5%,"$1,907.28",24
WSM Ventures,1599,3/4/2023,"$21,346.18","$3,049",$0.00,-,33.6,0.0,235,0,0.0%,"$1,278.79",5.7%,$5.44,$90.83,$0.00,-100.0%,82.1%,0.0%,0.0%,35.3%,16.6%,10.6%,6.8%,6.0%,2.1%,0.0%,$90.29,10.2,30.7%,69.8%,0,$0.00,0,0.0%,0.0%,2.6%,0.0%,$84.83,$69.37,12.0%,$508.97,6
WSM Ventures,1600,3/4/2023,"$14,555.88","$2,079",$0.00,-,23.3,0.0,163,0,0.0%,"$1,110.38",7.1%,$6.81,$89.30,$0.00,-100.0%,82.8%,0.0%,0.0%,31.9%,13.5%,9.8%,4.9%,6.7%,1.8%,0.0%,$88.65,10.6,29.5%,69.5%,0,$0.00,0,0.0%,0.0%,8.0%,0.0%,$105.67,$278.49,16.9%,"$1,373.72",13
WSM Ventures,1198,3/11/2023,"$25,053.96","$3,579",$0.00,-,40.1,0.0,281,0,0.0%,"$2,014.12",7.4%,$7.17,$89.16,$0.00,-100.0%,79.4%,0.0%,0.0%,36.3%,19.9%,8.9%,3.6%,6.0%,1.4%,0.0%,$88.38,11.8,29.7%,72.7%,0,$0.00,0,0.0%,0.0%,3.9%,0.0%,$72.97,$123.70,13.4%,$802.68,11
WSM Ventures,1199,3/11/2023,"$24,495.35","$3,499",$0.00,-,34.3,0.0,240,0,0.0%,"$1,126.02",4.4%,$4.69,$102.06,$0.00,-100.0%,88.3%,0.0%,0.0%,41.7%,24.2%,8.8%,4.6%,5.0%,3.8%,0.0%,$100.85,11.4,30.9%,67.9%,0,$0.00,0,0.0%,0.0%,2.9%,0.0%,$91.41,$142.13,18.2%,$639.89,7
WSM Ventures,1200,3/11/2023,"$28,111.73","$4,016",$0.00,-,37.4,0.0,262,0,0.0%,$793.04,2.7%,$3.03,$107.30,$0.00,-100.0%,84.7%,0.0%,0.0%,38.5%,21.4%,5.0%,3.8%,4.6%,7.6%,0.0%,$104.52,13.1,28.0%,71.2%,24,$46.84,6,12.5%,9.2%,0.8%,0.0%,$90.38,$23.18,11.4%,$180.76,2
WSM Ventures,1201,3/11/2023,"$20,879.67","$2,983",$0.00,-,33.0,0.0,231,0,0.0%,"$2,054.88",9.0%,$8.90,$90.39,$0.00,-100.0%,87.4%,0.0%,0.0%,35.9%,21.2%,2.2%,0.9%,11.7%,0.9%,0.0%,$89.05,10.6,34.4%,66.5%,0,$0.00,0,0.0%,0.0%,7.4%,0.0%,$44.97,$248.59,24.5%,$764.54,17
WSM Ventures,1202,3/11/2023,"$26,305.98","$4,384",$0.00,-,45.3,0.0,272,0,0.0%,"$2,166.99",7.6%,$7.97,$96.71,$0.00,-100.0%,84.9%,0.0%,0.0%,33.8%,18.0%,5.5%,3.3%,5.5%,4.8%,0.0%,$95.55,11.5,29.9%,70.0%,0,$0.00,0,0.0%,0.0%,2.9%,0.0%,$60.34,$112.58,18.9%,$482.75,8
WSM Ventures,1203,3/11/2023,"$11,919.43","$1,703",$0.00,-,18.1,0.0,127,0,0.0%,$967.41,7.5%,$7.62,$93.85,$0.00,-100.0%,83.5%,0.0%,0.0%,47.2%,26.0%,9.4%,6.3%,7.1%,4.7%,0.0%,$93.02,11.4,60.1%,45.2%,0,$0.00,0,0.0%,0.0%,11.0%,0.0%,$85.66,$251.81,17.4%,"$1,199.23",14
WSM Ventures,1204,3/11/2023,"$14,612.19","$2,087",$0.00,-,23.0,0.0,161,0,0.0%,"$1,664.37",10.2%,$10.34,$90.76,$0.00,-100.0%,83.9%,0.0%,0.0%,41.0%,23.0%,7.5%,5.6%,8.1%,2.5%,0.0%,$90.70,9.7,71.8%,27.4%,0,$0.00,0,0.0%,0.0%,0.6%,0.0%,$66.38,$16.60,20.0%,$66.38,1
WSM Ventures,1205,3/11/2023,"$25,096.83","$3,585",$0.00,-,37.7,0.0,264,0,0.0%,"$2,070.76",7.6%,$7.84,$95.06,$0.00,-100.0%,81.8%,0.0%,0.0%,42.8%,12.1%,11.0%,8.3%,15.2%,4.5%,0.0%,$93.99,9.0,59.3%,43.5%,0,$0.00,0,0.0%,0.0%,2.3%,0.0%,$69.69,$104.65,20.0%,$418.15,6
WSM Ventures,1206,3/11/2023,"$15,590.91","$2,227",$0.00,-,23.7,0.0,166,0,0.0%,"$1,415.49",8.3%,$8.53,$93.92,$0.00,-100.0%,88.6%,0.0%,0.0%,33.1%,22.9%,5.4%,3.6%,1.2%,3.6%,0.0%,$93.31,11.7,53.2%,45.1%,0,$0.00,0,0.0%,0.0%,1.2%,0.0%,$78.29,$33.89,17.8%,$156.57,2
WSM Ventures,1207,3/11/2023,"$15,447.60","$2,207",$0.00,-,25.1,0.0,176,0,0.0%,"$1,517.58",8.9%,$8.62,$87.77,$0.00,-100.0%,79.0%,0.0%,0.0%,38.1%,26.1%,5.1%,1.7%,4.5%,2.3%,0.0%,$86.72,10.0,40.0%,57.4%,0,$0.00,0,0.0%,0.0%,5.7%,0.0%,$42.78,$164.01,27.7%,$427.76,10
